Compound_ID,DrugBank,IUPHAR,KEGG,Protein_ID,UniProt_ID
4054,True,,,P18505,GBRB1_HUMAN
71158,True,,,P18505,GBRB1_HUMAN
3226,True,,,P18505,GBRB1_HUMAN
3763,True,,,P18505,GBRB1_HUMAN
4116,True,,,P18505,GBRB1_HUMAN
42113,True,,,P18505,GBRB1_HUMAN
5206,True,,,P18505,GBRB1_HUMAN
702,True,,,P18505,GBRB1_HUMAN
2481,True,,,P18505,GBRB1_HUMAN
8275,True,,True,P18505,GBRB1_HUMAN
4099,True,,True,P18505,GBRB1_HUMAN
4909,True,,,P18505,GBRB1_HUMAN
8271,,,True,P18505,GBRB1_HUMAN
2164,,,True,P18505,GBRB1_HUMAN
6464,,,True,P18505,GBRB1_HUMAN
6473,,,True,P18505,GBRB1_HUMAN
3608,,,True,P18505,GBRB1_HUMAN
2294,,,True,P18505,GBRB1_HUMAN
2479,True,,True,P18505,GBRB1_HUMAN
1775,True,,,P18505,GBRB1_HUMAN
727,True,,,P18505,GBRB1_HUMAN
2802,True,,True,P18505,GBRB1_HUMAN
5502,,,True,P18505,GBRB1_HUMAN
5311454,True,,,P18505,GBRB1_HUMAN
6279,True,,,P18505,GBRB1_HUMAN
9915886,True,,,P18505,GBRB1_HUMAN
5284627,,,True,P18505,GBRB1_HUMAN
3878,True,,,P18505,GBRB1_HUMAN
2170,True,,,P18505,GBRB1_HUMAN
4506,True,,True,P18505,GBRB1_HUMAN
4943,True,,True,P18505,GBRB1_HUMAN
667484,True,,,P18505,GBRB1_HUMAN
24872560,True,,,P18505,GBRB1_HUMAN
2809,True,,,P18505,GBRB1_HUMAN
5281077,True,,,P18505,GBRB1_HUMAN
4162,True,,,P18505,GBRB1_HUMAN
3037032,True,,,P18505,GBRB1_HUMAN
119,,,True,P18505,GBRB1_HUMAN
5391,True,,True,P18505,GBRB1_HUMAN
37632,True,,True,P18505,GBRB1_HUMAN
3393,True,,True,P18505,GBRB1_HUMAN
31640,True,,True,P18505,GBRB1_HUMAN
3016,True,,True,P18505,GBRB1_HUMAN
4616,True,,True,P18505,GBRB1_HUMAN
5556,True,,True,P18505,GBRB1_HUMAN
3261,True,,True,P18505,GBRB1_HUMAN
2441,True,,True,P18505,GBRB1_HUMAN
2811,True,,True,P18505,GBRB1_HUMAN
3369,True,,True,P18505,GBRB1_HUMAN
4890,True,,True,P18505,GBRB1_HUMAN
4999,True,,True,P18505,GBRB1_HUMAN
3033621,True,,True,P18505,GBRB1_HUMAN
3032285,,,True,P18505,GBRB1_HUMAN
2118,True,,True,P18505,GBRB1_HUMAN
5735,,,True,P18505,GBRB1_HUMAN
3380,,,True,P18505,GBRB1_HUMAN
3958,True,,True,P18505,GBRB1_HUMAN
33746,True,,True,P18505,GBRB1_HUMAN
3307,,,True,P18505,GBRB1_HUMAN
31304,,True,,P18505,GBRB1_HUMAN
4192,,,True,P18505,GBRB1_HUMAN
3448,,,True,P18505,GBRB1_HUMAN
3373,True,,True,P18505,GBRB1_HUMAN
104781,,True,,P18505,GBRB1_HUMAN
2712,True,,True,P18505,GBRB1_HUMAN
11962412,,,True,P18505,GBRB1_HUMAN
23706210,,,True,P18505,GBRB1_HUMAN
43032,,,True,P18505,GBRB1_HUMAN
441338,,,True,P18505,GBRB1_HUMAN
23665410,,,True,P18505,GBRB1_HUMAN
3400,,,True,P18505,GBRB1_HUMAN
3299,,,True,P18505,GBRB1_HUMAN
4496,,,True,P18505,GBRB1_HUMAN
13314,,,True,P18505,GBRB1_HUMAN
656845,,,True,P18505,GBRB1_HUMAN
65959,,,True,P18505,GBRB1_HUMAN
65914,,,True,P18505,GBRB1_HUMAN
131664,,,True,P18505,GBRB1_HUMAN
6450813,,,True,P18505,GBRB1_HUMAN
42611,,,True,P18505,GBRB1_HUMAN
54897,,,True,P18505,GBRB1_HUMAN
107926,,,True,P18505,GBRB1_HUMAN
23691043,,,True,P18505,GBRB1_HUMAN
204105,,,True,P18505,GBRB1_HUMAN
12207008,,,True,P18505,GBRB1_HUMAN
5384200,,,True,P18505,GBRB1_HUMAN
3033821,,,True,P18505,GBRB1_HUMAN
25431,,,True,P18505,GBRB1_HUMAN
46174100,,,True,P18505,GBRB1_HUMAN
23658607,,,True,P18505,GBRB1_HUMAN
14434,,,True,P18505,GBRB1_HUMAN
23690439,,,True,P18505,GBRB1_HUMAN
2816,,,True,P18505,GBRB1_HUMAN
4041,,,True,P18505,GBRB1_HUMAN
4177,,,True,P18505,GBRB1_HUMAN
37368,,,True,P18505,GBRB1_HUMAN
135366,,,True,P18505,GBRB1_HUMAN
2451,,,True,P18505,GBRB1_HUMAN
23689390,,,True,P18505,GBRB1_HUMAN
3038497,,,True,P18505,GBRB1_HUMAN
7048810,,,True,P18505,GBRB1_HUMAN
71196,,,True,P18505,GBRB1_HUMAN
3033860,,,True,P18505,GBRB1_HUMAN
6917853,,,True,P18505,GBRB1_HUMAN
5069,,,True,P18505,GBRB1_HUMAN
5732,,,True,P18505,GBRB1_HUMAN
11198924,,,True,P18505,GBRB1_HUMAN
23676152,,,True,P18505,GBRB1_HUMAN
9916,,,True,P18505,GBRB1_HUMAN
23674889,,,True,P18505,GBRB1_HUMAN
4617,,,True,P18505,GBRB1_HUMAN
3398,,,True,P18505,GBRB1_HUMAN
14148199,,,True,P18505,GBRB1_HUMAN
3563,,,True,P18505,GBRB1_HUMAN
59743,,,True,P18505,GBRB1_HUMAN
17925,,,True,P18505,GBRB1_HUMAN
6918305,,,True,P18505,GBRB1_HUMAN
23677058,,,True,P18505,GBRB1_HUMAN
216456,,,True,P18505,GBRB1_HUMAN
2997,,,True,P18505,GBRB1_HUMAN
71231,,,True,P18505,GBRB1_HUMAN
4064,True,,True,P18505,GBRB1_HUMAN
969472,True,,True,P18505,GBRB1_HUMAN
3487,True,,True,P18505,GBRB1_HUMAN
2789,True,,True,P18505,GBRB1_HUMAN
92786,True,,True,P18505,GBRB1_HUMAN
5881,True,,,P47870,GBRB2_HUMAN
4737,True,,True,P47870,GBRB2_HUMAN
5193,,,True,P47870,GBRB2_HUMAN
4763,,,True,P47870,GBRB2_HUMAN
1123,True,,,P47870,GBRB2_HUMAN
3562,True,,,P47870,GBRB2_HUMAN
4054,True,,,P47870,GBRB2_HUMAN
71158,True,,,P47870,GBRB2_HUMAN
3226,True,,,P47870,GBRB2_HUMAN
3763,True,,,P47870,GBRB2_HUMAN
4116,True,,,P47870,GBRB2_HUMAN
42113,True,,,P47870,GBRB2_HUMAN
5206,True,,,P47870,GBRB2_HUMAN
702,True,,,P47870,GBRB2_HUMAN
2481,True,,,P47870,GBRB2_HUMAN
8275,True,,True,P47870,GBRB2_HUMAN
4099,True,,True,P47870,GBRB2_HUMAN
4909,True,,,P47870,GBRB2_HUMAN
8271,,,True,P47870,GBRB2_HUMAN
2164,,,True,P47870,GBRB2_HUMAN
6464,,,True,P47870,GBRB2_HUMAN
6473,,,True,P47870,GBRB2_HUMAN
3608,,,True,P47870,GBRB2_HUMAN
2294,,,True,P47870,GBRB2_HUMAN
2479,True,,True,P47870,GBRB2_HUMAN
1775,True,,,P47870,GBRB2_HUMAN
2802,True,,True,P47870,GBRB2_HUMAN
5502,,,True,P47870,GBRB2_HUMAN
5311454,True,,,P47870,GBRB2_HUMAN
6279,True,,,P47870,GBRB2_HUMAN
9915886,True,,,P47870,GBRB2_HUMAN
5284627,,,True,P47870,GBRB2_HUMAN
3878,True,,,P47870,GBRB2_HUMAN
2170,True,,,P47870,GBRB2_HUMAN
4506,True,,True,P47870,GBRB2_HUMAN
4943,True,,True,P47870,GBRB2_HUMAN
667484,True,,,P47870,GBRB2_HUMAN
24872560,True,,,P47870,GBRB2_HUMAN
2576,True,,,P47870,GBRB2_HUMAN
2809,True,,,P47870,GBRB2_HUMAN
5281077,True,,,P47870,GBRB2_HUMAN
4162,True,,,P47870,GBRB2_HUMAN
3038498,True,,,P47870,GBRB2_HUMAN
119,,,True,P47870,GBRB2_HUMAN
5391,True,,True,P47870,GBRB2_HUMAN
37632,True,,True,P47870,GBRB2_HUMAN
3393,True,,True,P47870,GBRB2_HUMAN
31640,True,,True,P47870,GBRB2_HUMAN
3016,True,,True,P47870,GBRB2_HUMAN
4616,True,,True,P47870,GBRB2_HUMAN
5556,True,,True,P47870,GBRB2_HUMAN
3261,True,,True,P47870,GBRB2_HUMAN
2441,True,,True,P47870,GBRB2_HUMAN
2811,True,,True,P47870,GBRB2_HUMAN
3369,True,,True,P47870,GBRB2_HUMAN
4890,True,,True,P47870,GBRB2_HUMAN
4999,True,,True,P47870,GBRB2_HUMAN
3033621,True,,True,P47870,GBRB2_HUMAN
3032285,,,True,P47870,GBRB2_HUMAN
2118,True,,True,P47870,GBRB2_HUMAN
5735,,,True,P47870,GBRB2_HUMAN
3380,,,True,P47870,GBRB2_HUMAN
3958,True,,True,P47870,GBRB2_HUMAN
33746,,,True,P47870,GBRB2_HUMAN
3307,,,True,P47870,GBRB2_HUMAN
31304,,True,,P47870,GBRB2_HUMAN
4192,,,True,P47870,GBRB2_HUMAN
3448,,,True,P47870,GBRB2_HUMAN
3373,True,,True,P47870,GBRB2_HUMAN
104781,,True,,P47870,GBRB2_HUMAN
2712,True,,True,P47870,GBRB2_HUMAN
11962412,,,True,P47870,GBRB2_HUMAN
23706210,,,True,P47870,GBRB2_HUMAN
43032,,,True,P47870,GBRB2_HUMAN
441338,,,True,P47870,GBRB2_HUMAN
23665410,,,True,P47870,GBRB2_HUMAN
3400,,,True,P47870,GBRB2_HUMAN
3299,,,True,P47870,GBRB2_HUMAN
4496,,,True,P47870,GBRB2_HUMAN
13314,,,True,P47870,GBRB2_HUMAN
656845,,,True,P47870,GBRB2_HUMAN
65959,,,True,P47870,GBRB2_HUMAN
65914,,,True,P47870,GBRB2_HUMAN
131664,,,True,P47870,GBRB2_HUMAN
6450813,,,True,P47870,GBRB2_HUMAN
42611,,,True,P47870,GBRB2_HUMAN
54897,,,True,P47870,GBRB2_HUMAN
107926,,,True,P47870,GBRB2_HUMAN
23691043,,,True,P47870,GBRB2_HUMAN
204105,,,True,P47870,GBRB2_HUMAN
12207008,,,True,P47870,GBRB2_HUMAN
5384200,,,True,P47870,GBRB2_HUMAN
3033821,,,True,P47870,GBRB2_HUMAN
25431,,,True,P47870,GBRB2_HUMAN
46174100,,,True,P47870,GBRB2_HUMAN
23658607,,,True,P47870,GBRB2_HUMAN
14434,,,True,P47870,GBRB2_HUMAN
23690439,,,True,P47870,GBRB2_HUMAN
2816,,,True,P47870,GBRB2_HUMAN
4041,,,True,P47870,GBRB2_HUMAN
4177,,,True,P47870,GBRB2_HUMAN
37368,,,True,P47870,GBRB2_HUMAN
135366,,,True,P47870,GBRB2_HUMAN
2451,,,True,P47870,GBRB2_HUMAN
23689390,,,True,P47870,GBRB2_HUMAN
3038497,,,True,P47870,GBRB2_HUMAN
7048810,,,True,P47870,GBRB2_HUMAN
71196,,,True,P47870,GBRB2_HUMAN
3033860,,,True,P47870,GBRB2_HUMAN
6917853,,,True,P47870,GBRB2_HUMAN
5069,,,True,P47870,GBRB2_HUMAN
5732,,,True,P47870,GBRB2_HUMAN
11198924,,,True,P47870,GBRB2_HUMAN
23676152,,,True,P47870,GBRB2_HUMAN
9916,,,True,P47870,GBRB2_HUMAN
23674889,,,True,P47870,GBRB2_HUMAN
4617,,,True,P47870,GBRB2_HUMAN
3398,,,True,P47870,GBRB2_HUMAN
14148199,,,True,P47870,GBRB2_HUMAN
3563,,,True,P47870,GBRB2_HUMAN
59743,,,True,P47870,GBRB2_HUMAN
17925,,,True,P47870,GBRB2_HUMAN
6918305,,,True,P47870,GBRB2_HUMAN
23677058,,,True,P47870,GBRB2_HUMAN
216456,,,True,P47870,GBRB2_HUMAN
2997,,,True,P47870,GBRB2_HUMAN
71231,,,True,P47870,GBRB2_HUMAN
4064,True,,True,P47870,GBRB2_HUMAN
969472,True,,True,P47870,GBRB2_HUMAN
3487,True,,True,P47870,GBRB2_HUMAN
2789,True,,True,P47870,GBRB2_HUMAN
92786,True,,True,P47870,GBRB2_HUMAN
5881,True,,,P28472,GBRB3_HUMAN
4737,True,,True,P28472,GBRB3_HUMAN
5193,,,True,P28472,GBRB3_HUMAN
4763,,,True,P28472,GBRB3_HUMAN
1123,True,,,P28472,GBRB3_HUMAN
3562,True,,,P28472,GBRB3_HUMAN
4054,True,,,P28472,GBRB3_HUMAN
71158,True,,,P28472,GBRB3_HUMAN
3226,True,,,P28472,GBRB3_HUMAN
3763,True,,,P28472,GBRB3_HUMAN
4116,True,,,P28472,GBRB3_HUMAN
42113,True,,,P28472,GBRB3_HUMAN
5206,True,,,P28472,GBRB3_HUMAN
702,True,,,P28472,GBRB3_HUMAN
2481,True,,,P28472,GBRB3_HUMAN
8275,True,,True,P28472,GBRB3_HUMAN
4099,True,,True,P28472,GBRB3_HUMAN
4909,True,,,P28472,GBRB3_HUMAN
8271,,,True,P28472,GBRB3_HUMAN
2164,,,True,P28472,GBRB3_HUMAN
6464,,,True,P28472,GBRB3_HUMAN
6473,,,True,P28472,GBRB3_HUMAN
3608,,,True,P28472,GBRB3_HUMAN
2294,,,True,P28472,GBRB3_HUMAN
2479,True,,True,P28472,GBRB3_HUMAN
1775,True,,,P28472,GBRB3_HUMAN
727,True,,,P28472,GBRB3_HUMAN
2802,True,,True,P28472,GBRB3_HUMAN
5502,,,True,P28472,GBRB3_HUMAN
5311454,True,,,P28472,GBRB3_HUMAN
6279,True,,,P28472,GBRB3_HUMAN
9915886,True,,,P28472,GBRB3_HUMAN
5284627,,,True,P28472,GBRB3_HUMAN
3878,True,,,P28472,GBRB3_HUMAN
2170,True,,,P28472,GBRB3_HUMAN
4506,True,,True,P28472,GBRB3_HUMAN
4943,True,,True,P28472,GBRB3_HUMAN
46936176,True,,,P28472,GBRB3_HUMAN
667484,True,,,P28472,GBRB3_HUMAN
24872560,True,,,P28472,GBRB3_HUMAN
2809,True,,,P28472,GBRB3_HUMAN
5281077,True,,,P28472,GBRB3_HUMAN
4162,True,,,P28472,GBRB3_HUMAN
3038498,True,,,P28472,GBRB3_HUMAN
4266,True,,,P28472,GBRB3_HUMAN
4837,True,,,P28472,GBRB3_HUMAN
119,,,True,P28472,GBRB3_HUMAN
5391,True,,True,P28472,GBRB3_HUMAN
37632,True,,True,P28472,GBRB3_HUMAN
3393,True,,True,P28472,GBRB3_HUMAN
31640,True,,True,P28472,GBRB3_HUMAN
3016,True,,True,P28472,GBRB3_HUMAN
4616,True,,True,P28472,GBRB3_HUMAN
5556,True,,True,P28472,GBRB3_HUMAN
3261,True,,True,P28472,GBRB3_HUMAN
2441,True,,True,P28472,GBRB3_HUMAN
2811,True,,True,P28472,GBRB3_HUMAN
3369,True,,True,P28472,GBRB3_HUMAN
4890,True,,True,P28472,GBRB3_HUMAN
4999,True,,True,P28472,GBRB3_HUMAN
3033621,True,,True,P28472,GBRB3_HUMAN
3032285,,,True,P28472,GBRB3_HUMAN
2118,True,,True,P28472,GBRB3_HUMAN
5735,,,True,P28472,GBRB3_HUMAN
3380,True,,True,P28472,GBRB3_HUMAN
3958,True,,True,P28472,GBRB3_HUMAN
33746,,,True,P28472,GBRB3_HUMAN
3307,,,True,P28472,GBRB3_HUMAN
31304,,True,,P28472,GBRB3_HUMAN
4192,,,True,P28472,GBRB3_HUMAN
3448,,,True,P28472,GBRB3_HUMAN
3373,True,,True,P28472,GBRB3_HUMAN
104781,,True,,P28472,GBRB3_HUMAN
3277,,True,,P28472,GBRB3_HUMAN
2712,True,,True,P28472,GBRB3_HUMAN
11962412,,,True,P28472,GBRB3_HUMAN
23706210,,,True,P28472,GBRB3_HUMAN
43032,,,True,P28472,GBRB3_HUMAN
441338,,,True,P28472,GBRB3_HUMAN
23665410,,,True,P28472,GBRB3_HUMAN
3400,,,True,P28472,GBRB3_HUMAN
3299,,,True,P28472,GBRB3_HUMAN
4496,,,True,P28472,GBRB3_HUMAN
13314,,,True,P28472,GBRB3_HUMAN
656845,,,True,P28472,GBRB3_HUMAN
65959,,,True,P28472,GBRB3_HUMAN
65914,,,True,P28472,GBRB3_HUMAN
131664,,,True,P28472,GBRB3_HUMAN
6450813,,,True,P28472,GBRB3_HUMAN
42611,,,True,P28472,GBRB3_HUMAN
54897,,,True,P28472,GBRB3_HUMAN
107926,,,True,P28472,GBRB3_HUMAN
23691043,,,True,P28472,GBRB3_HUMAN
204105,,,True,P28472,GBRB3_HUMAN
12207008,,,True,P28472,GBRB3_HUMAN
5384200,,,True,P28472,GBRB3_HUMAN
3033821,,,True,P28472,GBRB3_HUMAN
25431,,,True,P28472,GBRB3_HUMAN
46174100,,,True,P28472,GBRB3_HUMAN
23658607,,,True,P28472,GBRB3_HUMAN
14434,,,True,P28472,GBRB3_HUMAN
23690439,,,True,P28472,GBRB3_HUMAN
2816,,,True,P28472,GBRB3_HUMAN
4041,,,True,P28472,GBRB3_HUMAN
4177,,,True,P28472,GBRB3_HUMAN
37368,,,True,P28472,GBRB3_HUMAN
135366,,,True,P28472,GBRB3_HUMAN
2451,,,True,P28472,GBRB3_HUMAN
23689390,,,True,P28472,GBRB3_HUMAN
3038497,,,True,P28472,GBRB3_HUMAN
7048810,,,True,P28472,GBRB3_HUMAN
71196,,,True,P28472,GBRB3_HUMAN
3033860,,,True,P28472,GBRB3_HUMAN
6917853,,,True,P28472,GBRB3_HUMAN
5069,,,True,P28472,GBRB3_HUMAN
5732,,,True,P28472,GBRB3_HUMAN
11198924,,,True,P28472,GBRB3_HUMAN
23676152,,,True,P28472,GBRB3_HUMAN
9916,,,True,P28472,GBRB3_HUMAN
23674889,,,True,P28472,GBRB3_HUMAN
4617,,,True,P28472,GBRB3_HUMAN
3398,,,True,P28472,GBRB3_HUMAN
14148199,,,True,P28472,GBRB3_HUMAN
3563,,,True,P28472,GBRB3_HUMAN
59743,,,True,P28472,GBRB3_HUMAN
17925,,,True,P28472,GBRB3_HUMAN
6918305,,,True,P28472,GBRB3_HUMAN
23677058,,,True,P28472,GBRB3_HUMAN
216456,,,True,P28472,GBRB3_HUMAN
2997,,,True,P28472,GBRB3_HUMAN
71231,,,True,P28472,GBRB3_HUMAN
4064,True,,True,P28472,GBRB3_HUMAN
969472,True,,True,P28472,GBRB3_HUMAN
3487,True,,True,P28472,GBRB3_HUMAN
2789,True,,True,P28472,GBRB3_HUMAN
92786,True,,True,P28472,GBRB3_HUMAN
5881,True,,,O14764,GBRD_HUMAN
4737,True,,True,O14764,GBRD_HUMAN
5193,,,True,O14764,GBRD_HUMAN
4763,,,True,O14764,GBRD_HUMAN
1123,True,,,O14764,GBRD_HUMAN
3562,True,,,O14764,GBRD_HUMAN
4054,True,,,O14764,GBRD_HUMAN
71158,True,,,O14764,GBRD_HUMAN
3226,True,,,O14764,GBRD_HUMAN
3763,True,,,O14764,GBRD_HUMAN
4116,True,,,O14764,GBRD_HUMAN
42113,True,,,O14764,GBRD_HUMAN
5206,True,,,O14764,GBRD_HUMAN
702,True,,,O14764,GBRD_HUMAN
2481,True,,,O14764,GBRD_HUMAN
8275,True,,True,O14764,GBRD_HUMAN
4099,True,,True,O14764,GBRD_HUMAN
4909,True,,,O14764,GBRD_HUMAN
8271,,,True,O14764,GBRD_HUMAN
2164,,,True,O14764,GBRD_HUMAN
6464,,,True,O14764,GBRD_HUMAN
6473,,,True,O14764,GBRD_HUMAN
3608,,,True,O14764,GBRD_HUMAN
2294,,,True,O14764,GBRD_HUMAN
2479,True,,True,O14764,GBRD_HUMAN
1775,True,,,O14764,GBRD_HUMAN
2802,True,,True,O14764,GBRD_HUMAN
5502,,,True,O14764,GBRD_HUMAN
5311454,True,,,O14764,GBRD_HUMAN
6279,True,,,O14764,GBRD_HUMAN
9915886,True,,,O14764,GBRD_HUMAN
5284627,,,True,O14764,GBRD_HUMAN
3878,True,,,O14764,GBRD_HUMAN
2170,True,,,O14764,GBRD_HUMAN
4506,True,,True,O14764,GBRD_HUMAN
4943,True,,True,O14764,GBRD_HUMAN
667484,True,,,O14764,GBRD_HUMAN
24872560,True,,,O14764,GBRD_HUMAN
2809,True,,,O14764,GBRD_HUMAN
5281077,True,,,O14764,GBRD_HUMAN
4162,True,,,O14764,GBRD_HUMAN
119,,,True,O14764,GBRD_HUMAN
5391,True,,True,O14764,GBRD_HUMAN
37632,True,,True,O14764,GBRD_HUMAN
3393,True,,True,O14764,GBRD_HUMAN
31640,True,,True,O14764,GBRD_HUMAN
3016,True,,True,O14764,GBRD_HUMAN
4616,True,,True,O14764,GBRD_HUMAN
5556,True,,True,O14764,GBRD_HUMAN
3261,True,,True,O14764,GBRD_HUMAN
2441,True,,True,O14764,GBRD_HUMAN
2811,True,,True,O14764,GBRD_HUMAN
3369,True,,True,O14764,GBRD_HUMAN
4890,True,,True,O14764,GBRD_HUMAN
4999,True,,True,O14764,GBRD_HUMAN
3033621,True,,True,O14764,GBRD_HUMAN
3032285,,,True,O14764,GBRD_HUMAN
2118,True,,True,O14764,GBRD_HUMAN
5735,,,True,O14764,GBRD_HUMAN
3380,,,True,O14764,GBRD_HUMAN
3958,True,,True,O14764,GBRD_HUMAN
33746,True,,True,O14764,GBRD_HUMAN
3307,,,True,O14764,GBRD_HUMAN
31304,,True,,O14764,GBRD_HUMAN
4192,,,True,O14764,GBRD_HUMAN
3448,,True,True,O14764,GBRD_HUMAN
3373,True,,True,O14764,GBRD_HUMAN
104781,,True,,O14764,GBRD_HUMAN
2712,True,,True,O14764,GBRD_HUMAN
11962412,,,True,O14764,GBRD_HUMAN
23706210,,,True,O14764,GBRD_HUMAN
43032,,,True,O14764,GBRD_HUMAN
441338,,,True,O14764,GBRD_HUMAN
23665410,,,True,O14764,GBRD_HUMAN
3400,,,True,O14764,GBRD_HUMAN
3299,,,True,O14764,GBRD_HUMAN
4496,,,True,O14764,GBRD_HUMAN
13314,,,True,O14764,GBRD_HUMAN
656845,,,True,O14764,GBRD_HUMAN
65959,,,True,O14764,GBRD_HUMAN
65914,,,True,O14764,GBRD_HUMAN
131664,,,True,O14764,GBRD_HUMAN
6450813,,,True,O14764,GBRD_HUMAN
42611,,,True,O14764,GBRD_HUMAN
54897,,,True,O14764,GBRD_HUMAN
107926,,,True,O14764,GBRD_HUMAN
23691043,,,True,O14764,GBRD_HUMAN
204105,,,True,O14764,GBRD_HUMAN
12207008,,,True,O14764,GBRD_HUMAN
5384200,,,True,O14764,GBRD_HUMAN
3033821,,,True,O14764,GBRD_HUMAN
25431,,,True,O14764,GBRD_HUMAN
46174100,,,True,O14764,GBRD_HUMAN
23658607,,,True,O14764,GBRD_HUMAN
14434,,,True,O14764,GBRD_HUMAN
23690439,,,True,O14764,GBRD_HUMAN
2816,,,True,O14764,GBRD_HUMAN
4041,,,True,O14764,GBRD_HUMAN
4177,,,True,O14764,GBRD_HUMAN
37368,,,True,O14764,GBRD_HUMAN
135366,,,True,O14764,GBRD_HUMAN
2451,,,True,O14764,GBRD_HUMAN
23689390,,,True,O14764,GBRD_HUMAN
3038497,,,True,O14764,GBRD_HUMAN
7048810,,,True,O14764,GBRD_HUMAN
71196,,,True,O14764,GBRD_HUMAN
3033860,,,True,O14764,GBRD_HUMAN
6917853,,,True,O14764,GBRD_HUMAN
5069,,,True,O14764,GBRD_HUMAN
5732,,,True,O14764,GBRD_HUMAN
11198924,,,True,O14764,GBRD_HUMAN
23676152,,,True,O14764,GBRD_HUMAN
9916,,,True,O14764,GBRD_HUMAN
23674889,,,True,O14764,GBRD_HUMAN
4617,,,True,O14764,GBRD_HUMAN
3398,,,True,O14764,GBRD_HUMAN
14148199,,,True,O14764,GBRD_HUMAN
3563,,,True,O14764,GBRD_HUMAN
59743,,,True,O14764,GBRD_HUMAN
17925,,,True,O14764,GBRD_HUMAN
6918305,,,True,O14764,GBRD_HUMAN
23677058,,,True,O14764,GBRD_HUMAN
216456,,,True,O14764,GBRD_HUMAN
2997,,,True,O14764,GBRD_HUMAN
71231,,,True,O14764,GBRD_HUMAN
4064,True,,True,O14764,GBRD_HUMAN
969472,True,,True,O14764,GBRD_HUMAN
3487,True,,True,O14764,GBRD_HUMAN
2789,True,,True,O14764,GBRD_HUMAN
92786,True,,True,O14764,GBRD_HUMAN
5881,True,,,P78334,GBRE_HUMAN
4737,True,,True,P78334,GBRE_HUMAN
5193,,,True,P78334,GBRE_HUMAN
4763,,,True,P78334,GBRE_HUMAN
1123,True,,,P78334,GBRE_HUMAN
3562,True,,,P78334,GBRE_HUMAN
4054,True,,,P78334,GBRE_HUMAN
71158,True,,,P78334,GBRE_HUMAN
3226,True,,,P78334,GBRE_HUMAN
3763,True,,,P78334,GBRE_HUMAN
4116,True,,,P78334,GBRE_HUMAN
42113,True,,,P78334,GBRE_HUMAN
5206,True,,,P78334,GBRE_HUMAN
702,True,,,P78334,GBRE_HUMAN
2481,True,,,P78334,GBRE_HUMAN
8275,True,,True,P78334,GBRE_HUMAN
4099,True,,True,P78334,GBRE_HUMAN
4909,True,,,P78334,GBRE_HUMAN
8271,,,True,P78334,GBRE_HUMAN
2164,,,True,P78334,GBRE_HUMAN
6464,,,True,P78334,GBRE_HUMAN
6473,,,True,P78334,GBRE_HUMAN
3608,,,True,P78334,GBRE_HUMAN
2294,,,True,P78334,GBRE_HUMAN
2479,True,,True,P78334,GBRE_HUMAN
1775,True,,,P78334,GBRE_HUMAN
2802,True,,True,P78334,GBRE_HUMAN
5502,,,True,P78334,GBRE_HUMAN
5311454,True,,,P78334,GBRE_HUMAN
6279,True,,,P78334,GBRE_HUMAN
9915886,True,,,P78334,GBRE_HUMAN
5284627,,,True,P78334,GBRE_HUMAN
3878,True,,,P78334,GBRE_HUMAN
2170,True,,,P78334,GBRE_HUMAN
4506,True,,True,P78334,GBRE_HUMAN
4943,True,,True,P78334,GBRE_HUMAN
667484,True,,,P78334,GBRE_HUMAN
24872560,True,,,P78334,GBRE_HUMAN
2809,True,,,P78334,GBRE_HUMAN
5281077,True,,,P78334,GBRE_HUMAN
4162,True,,,P78334,GBRE_HUMAN
119,,,True,P78334,GBRE_HUMAN
5391,True,,True,P78334,GBRE_HUMAN
37632,True,,True,P78334,GBRE_HUMAN
3393,True,,True,P78334,GBRE_HUMAN
31640,True,,True,P78334,GBRE_HUMAN
3016,True,,True,P78334,GBRE_HUMAN
4616,True,,True,P78334,GBRE_HUMAN
5556,True,,True,P78334,GBRE_HUMAN
3261,True,,True,P78334,GBRE_HUMAN
2441,True,,True,P78334,GBRE_HUMAN
2811,True,,True,P78334,GBRE_HUMAN
3369,True,,True,P78334,GBRE_HUMAN
4890,True,,True,P78334,GBRE_HUMAN
4999,True,,True,P78334,GBRE_HUMAN
3033621,True,,True,P78334,GBRE_HUMAN
3032285,,,True,P78334,GBRE_HUMAN
2118,True,,True,P78334,GBRE_HUMAN
5735,,,True,P78334,GBRE_HUMAN
3380,,,True,P78334,GBRE_HUMAN
3958,True,,True,P78334,GBRE_HUMAN
33746,True,,True,P78334,GBRE_HUMAN
3307,,,True,P78334,GBRE_HUMAN
31304,,True,,P78334,GBRE_HUMAN
4192,,,True,P78334,GBRE_HUMAN
3448,,,True,P78334,GBRE_HUMAN
3373,True,,True,P78334,GBRE_HUMAN
104781,,True,,P78334,GBRE_HUMAN
2712,True,,True,P78334,GBRE_HUMAN
11962412,,,True,P78334,GBRE_HUMAN
23706210,,,True,P78334,GBRE_HUMAN
43032,,,True,P78334,GBRE_HUMAN
441338,,,True,P78334,GBRE_HUMAN
23665410,,,True,P78334,GBRE_HUMAN
3400,,,True,P78334,GBRE_HUMAN
3299,,,True,P78334,GBRE_HUMAN
4496,,,True,P78334,GBRE_HUMAN
13314,,,True,P78334,GBRE_HUMAN
656845,,,True,P78334,GBRE_HUMAN
65959,,,True,P78334,GBRE_HUMAN
