Compound_ID,DrugBank,IUPHAR,KEGG,Protein_ID,UniProt_ID
41946,,,True,Q08499,PDE4D_HUMAN
70881,,,True,Q08499,PDE4D_HUMAN
71356,,,True,Q08499,PDE4D_HUMAN
9578243,,,True,Q08499,PDE4D_HUMAN
6437861,,,True,Q08499,PDE4D_HUMAN
24864553,,,True,Q08499,PDE4D_HUMAN
151170,True,,True,Q08499,PDE4D_HUMAN
37274,,,True,Q08499,PDE4D_HUMAN
9896267,,,True,Q08499,PDE4D_HUMAN
57855696,,True,True,Q08499,PDE4D_HUMAN
4938,,,True,Q08499,PDE4D_HUMAN
166553,,,True,Q08499,PDE4D_HUMAN
154575,True,,True,Q08499,PDE4D_HUMAN
449193,True,,True,Q08499,PDE4D_HUMAN
5092,True,True,True,Q08499,PDE4D_HUMAN
6083,True,,,P49773,HINT1_HUMAN
168120,True,,,P49773,HINT1_HUMAN
6804,True,,,P49773,HINT1_HUMAN
17753791,True,,,P49773,HINT1_HUMAN
DB02183,True,,,P49773,HINT1_HUMAN
6083,True,,,P09467,F16P1_HUMAN
69507,True,,,P09467,F16P1_HUMAN
445555,True,,,P09467,F16P1_HUMAN
5740,True,,,P09467,F16P1_HUMAN
446916,True,,,P09467,F16P1_HUMAN
24770445,True,,,P09467,F16P1_HUMAN
DB05518,True,,,P09467,F16P1_HUMAN
6102822,True,,,P09467,F16P1_HUMAN
6102820,True,,,P09467,F16P1_HUMAN
6102821,True,,,P09467,F16P1_HUMAN
24856357,True,,,P09467,F16P1_HUMAN
6083,True,,,P55263,ADK_HUMAN
9842606,True,,,P55263,ADK_HUMAN
11987868,True,,,P55263,ADK_HUMAN
9885936,,True,,P55263,ADK_HUMAN
1973,,True,,P55263,ADK_HUMAN
6083,,True,,Q8TD43,TRPM4_HUMAN
1103,,True,,Q8TD43,TRPM4_HUMAN
5957,,True,,Q8TD43,TRPM4_HUMAN
2812,,True,,Q8TD43,TRPM4_HUMAN
3488,True,,,Q8TD43,TRPM4_HUMAN
60961,,True,,Q8TD43,TRPM4_HUMAN
5311358,,True,,Q8TD43,TRPM4_HUMAN
5311062,,True,,Q8TD43,TRPM4_HUMAN
6022,,True,,Q8TD43,TRPM4_HUMAN
2455,,True,,Q8TD43,TRPM4_HUMAN
10229,,True,,Q8TD43,TRPM4_HUMAN
33113,,True,,Q8TD43,TRPM4_HUMAN
2264067,,True,,Q8TD43,TRPM4_HUMAN
1295523,,True,,Q8TD43,TRPM4_HUMAN
6083,,,True,P30542,AA1R_HUMAN
5957,,,True,P30542,AA1R_HUMAN
33741,True,,,P30542,AA1R_HUMAN
644019,True,,,P30542,AA1R_HUMAN
2519,True,True,True,P30542,AA1R_HUMAN
4740,True,,,P30542,AA1R_HUMAN
5429,True,,,P30542,AA1R_HUMAN
3758,,True,,P30542,AA1R_HUMAN
4046,,True,,P30542,AA1R_HUMAN
3446,True,,,P30542,AA1R_HUMAN
3878,True,,,P30542,AA1R_HUMAN
70691449,True,,,P30542,AA1R_HUMAN
11948288,True,,,P30542,AA1R_HUMAN
1676,True,,True,P30542,AA1R_HUMAN
9433,True,,True,P30542,AA1R_HUMAN
3182,True,,True,P30542,AA1R_HUMAN
2153,True,True,True,P30542,AA1R_HUMAN
656652,True,,True,P30542,AA1R_HUMAN
8974,,True,,P30542,AA1R_HUMAN
60961,True,True,True,P30542,AA1R_HUMAN
9805430,,True,,P30542,AA1R_HUMAN
11717831,,True,,P30542,AA1R_HUMAN
6439470,,True,,P30542,AA1R_HUMAN
123807,,True,,P30542,AA1R_HUMAN
3086599,,True,,P30542,AA1R_HUMAN
3035850,,True,,P30542,AA1R_HUMAN
73977920,,True,,P30542,AA1R_HUMAN
11561692,,True,,P30542,AA1R_HUMAN
10981286,,True,,P30542,AA1R_HUMAN
11248240,,True,,P30542,AA1R_HUMAN
91827346,,True,,P30542,AA1R_HUMAN
137553161,,True,,P30542,AA1R_HUMAN
448222,,True,,P30542,AA1R_HUMAN
123683,,True,,P30542,AA1R_HUMAN
219024,,True,,P30542,AA1R_HUMAN
93205,,True,,P30542,AA1R_HUMAN
136218973,,True,,P30542,AA1R_HUMAN
164437,,True,,P30542,AA1R_HUMAN
15599147,,True,,P30542,AA1R_HUMAN
657378,,True,,P30542,AA1R_HUMAN
91827339,,True,,P30542,AA1R_HUMAN
9953255,,True,,P30542,AA1R_HUMAN
5312112,,True,,P30542,AA1R_HUMAN
139030524,,True,,P30542,AA1R_HUMAN
135494270,,True,,P30542,AA1R_HUMAN
122028,,True,,P30542,AA1R_HUMAN
24873485,,True,,P30542,AA1R_HUMAN
1917,,True,,P30542,AA1R_HUMAN
135489238,,True,,P30542,AA1R_HUMAN
135443367,,True,,P30542,AA1R_HUMAN
135522368,,True,,P30542,AA1R_HUMAN
24780383,,True,,P30542,AA1R_HUMAN
2690,,True,,P30542,AA1R_HUMAN
5461879,,True,,P30542,AA1R_HUMAN
11270783,,True,,P30542,AA1R_HUMAN
9953065,,True,,P30542,AA1R_HUMAN
1329,,True,,P30542,AA1R_HUMAN
10839674,,True,,P30542,AA1R_HUMAN
6439091,,True,,P30542,AA1R_HUMAN
9821511,,True,,P30542,AA1R_HUMAN
5311037,True,True,,P30542,AA1R_HUMAN
135409562,,True,,P30542,AA1R_HUMAN
11627742,,True,,P30542,AA1R_HUMAN
11716665,,True,,P30542,AA1R_HUMAN
11617054,,True,,P30542,AA1R_HUMAN
16109435,,True,,P30542,AA1R_HUMAN
138393285,,True,,P30542,AA1R_HUMAN
135484064,,True,,P30542,AA1R_HUMAN
5310960,,True,,P30542,AA1R_HUMAN
393594,,True,,P30542,AA1R_HUMAN
3661570,,True,,P30542,AA1R_HUMAN
6603931,,True,,P30542,AA1R_HUMAN
10046145,,True,,P30542,AA1R_HUMAN
10117987,,True,,P30542,AA1R_HUMAN
135401232,,True,,P30542,AA1R_HUMAN
135433658,,True,,P30542,AA1R_HUMAN
5311479,,True,,P30542,AA1R_HUMAN
44185871,,True,,P30542,AA1R_HUMAN
64627,,True,True,P30542,AA1R_HUMAN
10668061,,True,,P30542,AA1R_HUMAN
176408,,True,,P30542,AA1R_HUMAN
9860294,,True,,P30542,AA1R_HUMAN
53319341,,True,,P30542,AA1R_HUMAN
216466,True,True,True,P30542,AA1R_HUMAN
21874557,,True,,P30542,AA1R_HUMAN
91827359,,True,,P30542,AA1R_HUMAN
5697,,True,,P30542,AA1R_HUMAN
176407,,True,,P30542,AA1R_HUMAN
64119,,,True,P30542,AA1R_HUMAN
4977,,,True,P30542,AA1R_HUMAN
60949,,,True,P30542,AA1R_HUMAN
68549,,,True,P30542,AA1R_HUMAN
91268,,,True,P30542,AA1R_HUMAN
16229,,,True,P30542,AA1R_HUMAN
6241,,,True,P30542,AA1R_HUMAN
12822649,,,True,P30542,AA1R_HUMAN
23675769,,,True,P30542,AA1R_HUMAN
5282498,,,True,P30542,AA1R_HUMAN
16218860,,,True,P30542,AA1R_HUMAN
3082555,,,True,P30542,AA1R_HUMAN
23663537,,,True,P30542,AA1R_HUMAN
11610599,,,True,P30542,AA1R_HUMAN
23724971,,,True,P30542,AA1R_HUMAN
158795,True,,True,P30542,AA1R_HUMAN
6083,,,True,P29275,AA2BR_HUMAN
5957,,,True,P29275,AA2BR_HUMAN
2519,True,True,,P29275,AA2BR_HUMAN
4740,,True,,P29275,AA2BR_HUMAN
DB05936,True,,,P29275,AA2BR_HUMAN
1676,True,,True,P29275,AA2BR_HUMAN
9433,,,True,P29275,AA2BR_HUMAN
3182,,,True,P29275,AA2BR_HUMAN
2153,True,True,True,P29275,AA2BR_HUMAN
8974,,True,,P29275,AA2BR_HUMAN
60961,True,True,True,P29275,AA2BR_HUMAN
11717831,,True,,P29275,AA2BR_HUMAN
6439470,,True,,P29275,AA2BR_HUMAN
123807,,True,,P29275,AA2BR_HUMAN
3086599,,True,,P29275,AA2BR_HUMAN
3035850,,True,,P29275,AA2BR_HUMAN
11561692,,True,,P29275,AA2BR_HUMAN
10981286,,True,,P29275,AA2BR_HUMAN
11248240,,True,,P29275,AA2BR_HUMAN
9841284,,True,,P29275,AA2BR_HUMAN
448222,,True,,P29275,AA2BR_HUMAN
123683,,True,,P29275,AA2BR_HUMAN
219024,,True,,P29275,AA2BR_HUMAN
93205,,True,,P29275,AA2BR_HUMAN
136218973,,True,,P29275,AA2BR_HUMAN
164437,,True,,P29275,AA2BR_HUMAN
657378,,True,,P29275,AA2BR_HUMAN
5312112,,True,,P29275,AA2BR_HUMAN
135489238,,True,,P29275,AA2BR_HUMAN
135443367,,True,,P29275,AA2BR_HUMAN
135522368,,True,,P29275,AA2BR_HUMAN
24780383,,True,,P29275,AA2BR_HUMAN
2690,,True,,P29275,AA2BR_HUMAN
11270783,,True,,P29275,AA2BR_HUMAN
9953065,,True,,P29275,AA2BR_HUMAN
1329,,True,,P29275,AA2BR_HUMAN
6439091,,True,,P29275,AA2BR_HUMAN
5311037,,True,,P29275,AA2BR_HUMAN
135409562,,True,,P29275,AA2BR_HUMAN
11716665,,True,,P29275,AA2BR_HUMAN
16109435,,True,,P29275,AA2BR_HUMAN
135484064,,True,,P29275,AA2BR_HUMAN
5310960,,True,,P29275,AA2BR_HUMAN
393594,,True,,P29275,AA2BR_HUMAN
3661570,,True,,P29275,AA2BR_HUMAN
6603931,,True,,P29275,AA2BR_HUMAN
10046145,,True,,P29275,AA2BR_HUMAN
10117987,,True,,P29275,AA2BR_HUMAN
5311479,,True,,P29275,AA2BR_HUMAN
11689583,,True,,P29275,AA2BR_HUMAN
44185871,,True,,P29275,AA2BR_HUMAN
64627,,True,,P29275,AA2BR_HUMAN
10668061,,True,,P29275,AA2BR_HUMAN
176408,,True,,P29275,AA2BR_HUMAN
9860294,,True,,P29275,AA2BR_HUMAN
53319341,,True,,P29275,AA2BR_HUMAN
216466,,True,,P29275,AA2BR_HUMAN
21874557,,True,,P29275,AA2BR_HUMAN
5697,,True,,P29275,AA2BR_HUMAN
176407,,True,,P29275,AA2BR_HUMAN
169317,,True,,P29275,AA2BR_HUMAN
53316647,,True,,P29275,AA2BR_HUMAN
57340157,,True,,P29275,AA2BR_HUMAN
10221256,,True,,P29275,AA2BR_HUMAN
5372720,,True,,P29275,AA2BR_HUMAN
135476605,,True,,P29275,AA2BR_HUMAN
135529391,,True,,P29275,AA2BR_HUMAN
135465785,,True,,P29275,AA2BR_HUMAN
135529386,,True,,P29275,AA2BR_HUMAN
135443359,,True,,P29275,AA2BR_HUMAN
135416058,,True,,P29275,AA2BR_HUMAN
6439089,,True,,P29275,AA2BR_HUMAN
9926882,,True,,P29275,AA2BR_HUMAN
1328,,True,,P29275,AA2BR_HUMAN
163889,,True,,P29275,AA2BR_HUMAN
393595,,True,,P29275,AA2BR_HUMAN
5311041,,True,,P29275,AA2BR_HUMAN
44186581,,True,,P29275,AA2BR_HUMAN
14016348,,True,,P29275,AA2BR_HUMAN
126079,,True,,P29275,AA2BR_HUMAN
4977,,,True,P29275,AA2BR_HUMAN
91268,,,True,P29275,AA2BR_HUMAN
12822649,,,True,P29275,AA2BR_HUMAN
23675769,,,True,P29275,AA2BR_HUMAN
5282498,,,True,P29275,AA2BR_HUMAN
16218860,,,True,P29275,AA2BR_HUMAN
23663537,,,True,P29275,AA2BR_HUMAN
6083,,,True,P29274,AA2AR_HUMAN
5957,,,True,P29274,AA2AR_HUMAN
2519,True,True,True,P29274,AA2AR_HUMAN
4740,True,,,P29274,AA2AR_HUMAN
5429,True,,,P29274,AA2AR_HUMAN
4046,True,True,,P29274,AA2AR_HUMAN
3878,True,,,P29274,AA2AR_HUMAN
10680,,True,,P29274,AA2AR_HUMAN
1676,True,,True,P29274,AA2AR_HUMAN
3182,True,,,P29274,AA2AR_HUMAN
DB14132,True,,,P29274,AA2AR_HUMAN
2153,True,True,,P29274,AA2AR_HUMAN
656652,True,,True,P29274,AA2AR_HUMAN
50942,True,,True,P29274,AA2AR_HUMAN
73571,,True,,P29274,AA2AR_HUMAN
8974,,True,,P29274,AA2AR_HUMAN
60961,True,True,True,P29274,AA2AR_HUMAN
9805430,True,True,True,P29274,AA2AR_HUMAN
11717831,,True,,P29274,AA2AR_HUMAN
6439470,,True,,P29274,AA2AR_HUMAN
123807,,True,,P29274,AA2AR_HUMAN
3086599,,True,,P29274,AA2AR_HUMAN
3035850,,True,,P29274,AA2AR_HUMAN
9884817,,True,,P29274,AA2AR_HUMAN
11561692,,True,,P29274,AA2AR_HUMAN
10981286,,True,,P29274,AA2AR_HUMAN
11248240,,True,,P29274,AA2AR_HUMAN
91827346,,True,,P29274,AA2AR_HUMAN
9841284,,True,,P29274,AA2AR_HUMAN
448222,,True,,P29274,AA2AR_HUMAN
123683,,True,,P29274,AA2AR_HUMAN
219024,True,True,True,P29274,AA2AR_HUMAN
93205,,True,,P29274,AA2AR_HUMAN
136218973,,True,,P29274,AA2AR_HUMAN
164437,,True,,P29274,AA2AR_HUMAN
657378,,True,,P29274,AA2AR_HUMAN
91827339,,True,,P29274,AA2AR_HUMAN
9953255,,True,,P29274,AA2AR_HUMAN
5312112,,True,,P29274,AA2AR_HUMAN
139030524,,True,,P29274,AA2AR_HUMAN
24780383,,True,,P29274,AA2AR_HUMAN
2690,,True,,P29274,AA2AR_HUMAN
5461879,,True,,P29274,AA2AR_HUMAN
11270783,,True,,P29274,AA2AR_HUMAN
9953065,,True,,P29274,AA2AR_HUMAN
1329,,True,,P29274,AA2AR_HUMAN
6439091,,True,,P29274,AA2AR_HUMAN
5281616,,True,,P29274,AA2AR_HUMAN
5311037,True,True,True,P29274,AA2AR_HUMAN
135409562,,True,,P29274,AA2AR_HUMAN
11716665,,True,,P29274,AA2AR_HUMAN
16109435,,True,,P29274,AA2AR_HUMAN
138393285,,True,,P29274,AA2AR_HUMAN
5281670,,True,,P29274,AA2AR_HUMAN
135484064,,True,,P29274,AA2AR_HUMAN
5310960,,True,,P29274,AA2AR_HUMAN
10247549,,True,,P29274,AA2AR_HUMAN
10500941,,True,,P29274,AA2AR_HUMAN
10710647,,True,,P29274,AA2AR_HUMAN
10806465,,True,,P29274,AA2AR_HUMAN
10593671,,True,,P29274,AA2AR_HUMAN
10813088,,True,,P29274,AA2AR_HUMAN
10568125,,True,,P29274,AA2AR_HUMAN
736736,,True,,P29274,AA2AR_HUMAN
393594,,True,,P29274,AA2AR_HUMAN
3661570,,True,,P29274,AA2AR_HUMAN
6603931,,True,,P29274,AA2AR_HUMAN
631105,,True,,P29274,AA2AR_HUMAN
117900,,True,,P29274,AA2AR_HUMAN
10046145,,True,,P29274,AA2AR_HUMAN
10117987,,True,True,P29274,AA2AR_HUMAN
135401232,,True,,P29274,AA2AR_HUMAN
135433658,,True,,P29274,AA2AR_HUMAN
11689583,,True,,P29274,AA2AR_HUMAN
44185871,,True,,P29274,AA2AR_HUMAN
64627,,True,,P29274,AA2AR_HUMAN
10668061,,True,,P29274,AA2AR_HUMAN
176408,,True,,P29274,AA2AR_HUMAN
9860294,,True,,P29274,AA2AR_HUMAN
216466,,True,,P29274,AA2AR_HUMAN
21874557,,True,True,P29274,AA2AR_HUMAN
5697,,True,,P29274,AA2AR_HUMAN
176407,True,True,,P29274,AA2AR_HUMAN
56844240,,True,,P29274,AA2AR_HUMAN
9833519,,True,,P29274,AA2AR_HUMAN
5310992,,True,,P29274,AA2AR_HUMAN
4397,,True,,P29274,AA2AR_HUMAN
10391971,,True,,P29274,AA2AR_HUMAN
100022,,True,,P29274,AA2AR_HUMAN
6917803,,True,,P29274,AA2AR_HUMAN
65710,,True,,P29274,AA2AR_HUMAN
169317,,True,,P29274,AA2AR_HUMAN
123739,,True,,P29274,AA2AR_HUMAN
252696,,True,,P29274,AA2AR_HUMAN
53466958,,True,,P29274,AA2AR_HUMAN
53316647,,True,,P29274,AA2AR_HUMAN
6716,,True,,P29274,AA2AR_HUMAN
64119,,,True,P29274,AA2AR_HUMAN
4977,,,True,P29274,AA2AR_HUMAN
6241,,,True,P29274,AA2AR_HUMAN
12822649,,,True,P29274,AA2AR_HUMAN
5282498,,,True,P29274,AA2AR_HUMAN
9910098,,,True,P29274,AA2AR_HUMAN
11627443,,,True,P29274,AA2AR_HUMAN
9576912,True,,True,P29274,AA2AR_HUMAN
44537963,,True,True,P29274,AA2AR_HUMAN
11618368,,True,True,P29274,AA2AR_HUMAN
6083,,,True,P0DMS8,AA3R_HUMAN
5957,,,True,P0DMS8,AA3R_HUMAN
11671467,True,,,P0DMS8,AA3R_HUMAN
2519,True,True,,P0DMS8,AA3R_HUMAN
4474,,True,,P0DMS8,AA3R_HUMAN
10680,,True,,P0DMS8,AA3R_HUMAN
1676,True,,,P0DMS8,AA3R_HUMAN
9433,True,,,P0DMS8,AA3R_HUMAN
2153,,True,,P0DMS8,AA3R_HUMAN
73571,,True,,P0DMS8,AA3R_HUMAN
60961,True,True,True,P0DMS8,AA3R_HUMAN
9805430,,True,,P0DMS8,AA3R_HUMAN
11717831,,True,,P0DMS8,AA3R_HUMAN
6439470,,True,,P0DMS8,AA3R_HUMAN
123807,,True,,P0DMS8,AA3R_HUMAN
3086599,,True,,P0DMS8,AA3R_HUMAN
3035850,,True,True,P0DMS8,AA3R_HUMAN
73977920,,True,,P0DMS8,AA3R_HUMAN
11561692,,True,,P0DMS8,AA3R_HUMAN
10981286,,True,,P0DMS8,AA3R_HUMAN
11248240,,True,,P0DMS8,AA3R_HUMAN
91827346,,True,,P0DMS8,AA3R_HUMAN
9841284,,True,,P0DMS8,AA3R_HUMAN
448222,,True,,P0DMS8,AA3R_HUMAN
123683,True,True,True,P0DMS8,AA3R_HUMAN
219024,,True,,P0DMS8,AA3R_HUMAN
93205,,True,,P0DMS8,AA3R_HUMAN
136218973,,True,,P0DMS8,AA3R_HUMAN
164437,,True,,P0DMS8,AA3R_HUMAN
657378,,True,,P0DMS8,AA3R_HUMAN
91827339,,True,,P0DMS8,AA3R_HUMAN
9953255,,True,,P0DMS8,AA3R_HUMAN
5312112,,True,,P0DMS8,AA3R_HUMAN
24780383,,True,,P0DMS8,AA3R_HUMAN
2690,,True,,P0DMS8,AA3R_HUMAN
11270783,,True,,P0DMS8,AA3R_HUMAN
9953065,,True,,P0DMS8,AA3R_HUMAN
1329,,True,,P0DMS8,AA3R_HUMAN
6439091,,True,,P0DMS8,AA3R_HUMAN
10251,,True,,P0DMS8,AA3R_HUMAN
5281616,,True,,P0DMS8,AA3R_HUMAN
5311037,,True,,P0DMS8,AA3R_HUMAN
135409562,,True,,P0DMS8,AA3R_HUMAN
11716665,,True,,P0DMS8,AA3R_HUMAN
16109435,,True,,P0DMS8,AA3R_HUMAN
138393285,,True,,P0DMS8,AA3R_HUMAN
135484064,,True,,P0DMS8,AA3R_HUMAN
5310960,,True,,P0DMS8,AA3R_HUMAN
10247549,,True,,P0DMS8,AA3R_HUMAN
10500941,,True,,P0DMS8,AA3R_HUMAN
10568125,,True,,P0DMS8,AA3R_HUMAN
393594,,True,,P0DMS8,AA3R_HUMAN
3661570,,True,,P0DMS8,AA3R_HUMAN
6603931,,True,,P0DMS8,AA3R_HUMAN
117900,,True,,P0DMS8,AA3R_HUMAN
10046145,,True,,P0DMS8,AA3R_HUMAN
10117987,,True,,P0DMS8,AA3R_HUMAN
135401232,,True,,P0DMS8,AA3R_HUMAN
135433658,,True,,P0DMS8,AA3R_HUMAN
5311479,,True,,P0DMS8,AA3R_HUMAN
11689583,,True,,P0DMS8,AA3R_HUMAN
44185871,,True,,P0DMS8,AA3R_HUMAN
64627,,True,,P0DMS8,AA3R_HUMAN
10668061,,True,,P0DMS8,AA3R_HUMAN
176408,,True,,P0DMS8,AA3R_HUMAN
9860294,,True,,P0DMS8,AA3R_HUMAN
216466,,True,,P0DMS8,AA3R_HUMAN
21874557,,True,,P0DMS8,AA3R_HUMAN
4046493,,True,,P0DMS8,AA3R_HUMAN
5697,,True,,P0DMS8,AA3R_HUMAN
176407,,True,,P0DMS8,AA3R_HUMAN
5310992,,True,,P0DMS8,AA3R_HUMAN
4397,,True,,P0DMS8,AA3R_HUMAN
252696,,True,,P0DMS8,AA3R_HUMAN
6716,,True,,P0DMS8,AA3R_HUMAN
6439089,,True,,P0DMS8,AA3R_HUMAN
163889,,True,,P0DMS8,AA3R_HUMAN
393595,,True,,P0DMS8,AA3R_HUMAN
44598833,,True,,P0DMS8,AA3R_HUMAN
57523213,,True,,P0DMS8,AA3R_HUMAN
125348,,True,,P0DMS8,AA3R_HUMAN
10432715,,True,,P0DMS8,AA3R_HUMAN
73754993,,True,,P0DMS8,AA3R_HUMAN
11711282,,True,,P0DMS8,AA3R_HUMAN
25191023,,True,,P0DMS8,AA3R_HUMAN
6918097,,True,,P0DMS8,AA3R_HUMAN
73754994,,True,,P0DMS8,AA3R_HUMAN
252716,,True,,P0DMS8,AA3R_HUMAN
9953766,,True,,P0DMS8,AA3R_HUMAN
10045876,,True,,P0DMS8,AA3R_HUMAN
10065929,,True,,P0DMS8,AA3R_HUMAN
9885773,,True,,P0DMS8,AA3R_HUMAN
9843120,,True,,P0DMS8,AA3R_HUMAN
9802941,,True,,P0DMS8,AA3R_HUMAN
135921139,,True,,P0DMS8,AA3R_HUMAN
10832101,,True,,P0DMS8,AA3R_HUMAN
10448986,,True,,P0DMS8,AA3R_HUMAN
12822649,,,True,P0DMS8,AA3R_HUMAN
5282498,,,True,P0DMS8,AA3R_HUMAN
64689,True,,,P02144,MYG_HUMAN
795,True,,,P02144,MYG_HUMAN
444235,True,,,P02144,MYG_HUMAN
23668193,True,,,P02144,MYG_HUMAN
13195,True,,,P02144,MYG_HUMAN
5280353,True,,,P02144,MYG_HUMAN
76008,True,,,P02144,MYG_HUMAN
131704177,True,,,P02144,MYG_HUMAN
12219,True,,,P02144,MYG_HUMAN
17754111,True,,,P02144,MYG_HUMAN
79124,True,,,P02144,MYG_HUMAN
4474585,True,,,P02144,MYG_HUMAN
79084,True,,,P02144,MYG_HUMAN
11646,True,,,P02144,MYG_HUMAN
281,True,,,P02144,MYG_HUMAN
64689,True,,,P23219,PGH1_HUMAN
5359476,True,,,P23219,PGH1_HUMAN
9458,True,,True,P23219,PGH1_HUMAN
445154,True,,,P23219,PGH1_HUMAN
11967905,True,,,P23219,PGH1_HUMAN
1548887,True,True,True,P23219,PGH1_HUMAN
644019,True,,,P23219,PGH1_HUMAN
DB14011,True,,,P23219,PGH1_HUMAN
5280581,True,,,P23219,PGH1_HUMAN
446284,True,,,P23219,PGH1_HUMAN
4075,True,,,P23219,PGH1_HUMAN
4201,True,,,P23219,PGH1_HUMAN
3052,True,,,P23219,PGH1_HUMAN
3308,True,,,P23219,PGH1_HUMAN
3059,True,,,P23219,PGH1_HUMAN
338,True,,,P23219,PGH1_HUMAN
6335412,True,,,P23219,PGH1_HUMAN
151166,True,,,P23219,PGH1_HUMAN
54684589,True,,,P23219,PGH1_HUMAN
54682045,True,,,P23219,PGH1_HUMAN
68723,True,,,P23219,PGH1_HUMAN
2206,True,,,P23219,PGH1_HUMAN
99478,True,,,P23219,PGH1_HUMAN
441298,True,,,P23219,PGH1_HUMAN
448006,True,,,P23219,PGH1_HUMAN
6227,True,,,P23219,PGH1_HUMAN
2084,True,,,P23219,PGH1_HUMAN
445302,True,,,P23219,PGH1_HUMAN
447834,True,,,P23219,PGH1_HUMAN
446134,True,,,P23219,PGH1_HUMAN
4754,True,,,P23219,PGH1_HUMAN
4488,True,,,P23219,PGH1_HUMAN
444899,True,,,P23219,PGH1_HUMAN
522325,True,,,P23219,PGH1_HUMAN
16741227,True,,,P23219,PGH1_HUMAN
447835,True,,,P23219,PGH1_HUMAN
16741228,True,,,P23219,PGH1_HUMAN
48229,True,,,P23219,PGH1_HUMAN
8361,True,,,P23219,PGH1_HUMAN
DB11201,True,,,P23219,PGH1_HUMAN
119032,True,,,P23219,PGH1_HUMAN
DB13501,True,,,P23219,PGH1_HUMAN
2244,True,True,True,P23219,PGH1_HUMAN
3715,True,True,True,P23219,PGH1_HUMAN
3371,True,,True,P23219,PGH1_HUMAN
2662,,True,,P23219,PGH1_HUMAN
3672,True,True,True,P23219,PGH1_HUMAN
39912,True,,True,P23219,PGH1_HUMAN
3342,True,True,True,P23219,PGH1_HUMAN
4495,,True,,P23219,PGH1_HUMAN
1983,True,True,True,P23219,PGH1_HUMAN
68865,True,,True,P23219,PGH1_HUMAN
4037,True,True,True,P23219,PGH1_HUMAN
3332,,,True,P23219,PGH1_HUMAN
156391,True,True,True,P23219,PGH1_HUMAN
4781,True,True,True,P23219,PGH1_HUMAN
3825,True,True,True,P23219,PGH1_HUMAN
4641,,,True,P23219,PGH1_HUMAN
610479,True,,True,P23219,PGH1_HUMAN
3394,True,True,True,P23219,PGH1_HUMAN
3033,True,True,True,P23219,PGH1_HUMAN
131801158,,True,,P23219,PGH1_HUMAN
9922739,,True,,P23219,PGH1_HUMAN
196841,,True,,P23219,PGH1_HUMAN
9832687,,True,,P23219,PGH1_HUMAN
117072557,,True,,P23219,PGH1_HUMAN
117072556,,True,,P23219,PGH1_HUMAN
4044,True,True,True,P23219,PGH1_HUMAN
4614,True,True,True,P23219,PGH1_HUMAN
11750118,,True,,P23219,PGH1_HUMAN
9865808,,True,,P23219,PGH1_HUMAN
4306515,,True,,P23219,PGH1_HUMAN
139035063,,True,,P23219,PGH1_HUMAN
60712,,,True,P23219,PGH1_HUMAN
54677470,True,True,,P23219,PGH1_HUMAN
5359,True,True,,P23219,PGH1_HUMAN
2466,True,,True,P23219,PGH1_HUMAN
23663959,,,True,P23219,PGH1_HUMAN
54686350,,,True,P23219,PGH1_HUMAN
23667642,,,True,P23219,PGH1_HUMAN
2176,,,True,P23219,PGH1_HUMAN
3395,,,True,P23219,PGH1_HUMAN
2097,,,True,P23219,PGH1_HUMAN
66066,,,True,P23219,PGH1_HUMAN
71771,True,,True,P23219,PGH1_HUMAN
5720,,,True,P23219,PGH1_HUMAN
5282183,,,True,P23219,PGH1_HUMAN
23674745,,,True,P23219,PGH1_HUMAN
5282193,,,True,P23219,PGH1_HUMAN
23663941,,,True,P23219,PGH1_HUMAN
11954316,,,True,P23219,PGH1_HUMAN
27881,,,True,P23219,PGH1_HUMAN
3032790,,,True,P23219,PGH1_HUMAN
43382,,,True,P23219,PGH1_HUMAN
6436090,,,True,P23219,PGH1_HUMAN
9957393,,,True,P23219,PGH1_HUMAN
20055507,,,True,P23219,PGH1_HUMAN
44179,,,True,P23219,PGH1_HUMAN
107641,,,True,P23219,PGH1_HUMAN
2136,,,True,P23219,PGH1_HUMAN
65655,,,True,P23219,PGH1_HUMAN
173701,,,True,P23219,PGH1_HUMAN
6247,,,True,P23219,PGH1_HUMAN
8591,,,True,P23219,PGH1_HUMAN
115087,,,True,P23219,PGH1_HUMAN
46174077,,,True,P23219,PGH1_HUMAN
9864669,,,True,P23219,PGH1_HUMAN
9843941,,,True,P23219,PGH1_HUMAN
4038,,,True,P23219,PGH1_HUMAN
46174103,,,True,P23219,PGH1_HUMAN
68801,,,True,P23219,PGH1_HUMAN
108082,,,True,P23219,PGH1_HUMAN
25170420,,,True,P23219,PGH1_HUMAN
16760658,,,True,P23219,PGH1_HUMAN
5282387,,,True,P23219,PGH1_HUMAN
5018304,,,True,P23219,PGH1_HUMAN
64747,,,True,P23219,PGH1_HUMAN
3335,,,True,P23219,PGH1_HUMAN
26436,,,True,P23219,PGH1_HUMAN
11954362,,,True,P23219,PGH1_HUMAN
16683040,,,True,P23219,PGH1_HUMAN
23702390,,,True,P23219,PGH1_HUMAN
54723875,,,True,P23219,PGH1_HUMAN
9841440,,,True,P23219,PGH1_HUMAN
23666729,,,True,P23219,PGH1_HUMAN
114753,,,True,P23219,PGH1_HUMAN
23690315,,,True,P23219,PGH1_HUMAN
72099,,,True,P23219,PGH1_HUMAN
